title,year,cover_date,journal,authors,doi,eid,scopus_id,citedby_count,subtype,description,citations_per_year
Regarding “Automated Segmentation of Intracranial Thrombus on NCCT and CTA in Patients with Acute Ischemic Stroke Using a Coarse-to-Fine Deep Learning Model”,2023,2023-09-01,American Journal of Neuroradiology,Tortora M.,10.3174/ajnr.A7972,2-s2.0-85170717472,SCOPUS_ID:85170717472,1,Letter,,0.25
Automated 3D Fetal Brain Segmentation Using an Optimized Deep Learning Approach,2022,2022-03-01,American Journal of Neuroradiology,Zhao L.,10.3174/ajnr.A7419,2-s2.0-85126362950,SCOPUS_ID:85126362950,52,Article,,10.4
Accelerated Synthetic MRI with Deep Learning-Based Reconstruction for Pediatric Neuroimaging,2022,2022-11-01,American Journal of Neuroradiology,Kim E.,10.3174/ajnr.A7664,2-s2.0-85141892931,SCOPUS_ID:85141892931,35,Article,,7.0
"Clinical Validation and Extension of an Automated, Deep Learning–Based Algorithm for Quantitative Sinus CT Analysis",2022,2022-09-01,American Journal of Neuroradiology,Massey C.J.,10.3174/ajnr.A7616,2-s2.0-85142912132,SCOPUS_ID:85142912132,28,Article,,5.6
Radiomics-Based Machine Learning for Outcome Prediction in a Multicenter Phase II Study of Programmed Death-Ligand 1 Inhibition Immunotherapy for Glioblastoma,2022,2022-05-01,American Journal of Neuroradiology,George E.,10.3174/ajnr.A7488,2-s2.0-85130005529,SCOPUS_ID:85130005529,28,Article,,5.6
Evolving Role and Translation of Radiomics and Radiogenomics in Adult and Pediatric Neuro-Oncology,2022,2022-06-01,American Journal of Neuroradiology,Ak M.,10.3174/ajnr.A7297,2-s2.0-85131770951,SCOPUS_ID:85131770951,27,Review,,5.4
Thin-Slice Pituitary MRI with Deep Learning–Based Reconstruction for Preoperative Prediction of Cavernous Sinus Invasion by Pituitary Adenoma: A Prospective Study,2022,2022-02-01,American Journal of Neuroradiology,Kim M.,10.3174/ajnr.A7387,2-s2.0-85124173374,SCOPUS_ID:85124173374,26,Article,,5.2
Iodine Maps from Dual-Energy CT to Predict Extrathyroidal Extension and Recurrence in Papillary Thyroid Cancer Based on a Radiomics Approach,2022,2022-05-01,American Journal of Neuroradiology,Xu X.Q.,10.3174/ajnr.A7484,2-s2.0-85130000434,SCOPUS_ID:85130000434,23,Article,,4.6
Deep Learning for Synthetic CT from Bone MRI in the Head and Neck,2022,2022-08-01,American Journal of Neuroradiology,Bambach S.,10.3174/ajnr.A7588,2-s2.0-85136286461,SCOPUS_ID:85136286461,22,Article,,4.4
"Machine Learning in Differentiating Gliomas from Primary CNS Lymphomas: A Systematic Review, Reporting Quality, and Risk of Bias Assessment",2022,2022-04-01,American Journal of Neuroradiology,Cassinelli Petersen G.I.,10.3174/ajnr.A7473,2-s2.0-85128485710,SCOPUS_ID:85128485710,21,Article,,4.2
Development and Practical Implementation of a Deep Learning-Based Pipeline for Automated Pre- and Postoperative Glioma Segmentation,2022,2022-01-01,American Journal of Neuroradiology,Lotan E.,10.3174/ajnr.A7363,2-s2.0-85123651965,SCOPUS_ID:85123651965,19,Article,,3.8
Automated Detection of Cerebral Aneurysms on TOF-MRA Using a Deep Learning Approach: An External Validation Study,2022,2022-12-01,American Journal of Neuroradiology,Lehnen N.C.,10.3174/ajnr.A7695,2-s2.0-85144637139,SCOPUS_ID:85144637139,17,Article,,3.4
Unsupervised Deep Learning for Stroke Lesion Segmentation on Follow-up CT Based on Generative Adversarial Networks,2022,2022-08-01,American Journal of Neuroradiology,Van Voorst H.,10.3174/ajnr.A7582,2-s2.0-85136301527,SCOPUS_ID:85136301527,17,Article,,3.4
"Radiomics Can Distinguish Pediatric Supratentorial Embryonal Tumors, High-Grade Gliomas, and Ependymomas",2022,2022-04-01,American Journal of Neuroradiology,Zhang M.,10.3174/ajnr.A7481,2-s2.0-85128487158,SCOPUS_ID:85128487158,17,Article,,3.4
Validation of a Denoising Method Using Deep Learning- Based Reconstruction to Quantify Multiple Sclerosis Lesion Load on Fast FLAIR Imaging,2022,2022-08-01,American Journal of Neuroradiology,Yamamoto T.,10.3174/ajnr.A7589,2-s2.0-85136247607,SCOPUS_ID:85136247607,12,Article,,2.4
Investigating Simultaneity for Deep Learning–Enhanced Actual Ultra-Low-Dose Amyloid PET/MR Imaging,2022,2022-03-01,American Journal of Neuroradiology,Chen K.T.,10.3174/ajnr.A7410,2-s2.0-85126348735,SCOPUS_ID:85126348735,7,Article,,1.4
Neuroanatomic Markers of Posttraumatic Epilepsy Based on MR Imaging and Machine Learning,2022,2022-03-01,American Journal of Neuroradiology,Akrami H.,10.3174/ajnr.A7436,2-s2.0-85126363969,SCOPUS_ID:85126363969,5,Article,,1.0
"Cellular Density in Adult Glioma, Estimated with MR Imaging Data and a Machine Learning Algorithm, Has Prognostic Power ApproachingWorld Health Organization Histologic Grading in a Cohort of 1181 Patients",2022,2022-10-01,American Journal of Neuroradiology,Gates E.D.H.,10.3174/ajnr.A7620,2-s2.0-85143217265,SCOPUS_ID:85143217265,0,Article,,0.0
Artificial intelligence and acute stroke imaging,2021,2021-01-01,American Journal of Neuroradiology,Soun J.E.,10.3174/ajnr.A6883,2-s2.0-85099384857,SCOPUS_ID:85099384857,228,Review,,38.0
Evaluation of artificial intelligence-powered identification of large-vessel occlusions in a comprehensive stroke center,2021,2021-02-01,American Journal of Neuroradiology,Dovrat A.Y.,10.3174/ajnr.A6923,2-s2.0-85101013340,SCOPUS_ID:85101013340,92,Article,,15.333333333333334
Evaluation of artificial intelligence-powered identification of large-vessel occlusions in a comprehensive stroke center,2021,2021-02-01,American Journal of Neuroradiology,Dovrat A.Y.,10.3174/ajnr.A6923,2-s2.0-85101013340,SCOPUS_ID:85101013340,92,Article,,15.333333333333334
Ct cervical spine fracture detection using a convolutional neural network,2021,2021-07-01,American Journal of Neuroradiology,Small J.E.,10.3174/ajnr.A7094,2-s2.0-85110635773,SCOPUS_ID:85110635773,90,Article,,15.0
Diagnostic accuracy and failure mode analysis of a deep learning algorithm for the detection of cervical spine fractures,2021,2021-08-01,American Journal of Neuroradiology,Voter A.F.,10.3174/ajnr.A7179,2-s2.0-85114119918,SCOPUS_ID:85114119918,79,Article,,13.166666666666666
Noninvasive determination of IDH and 1p19q status of lower-grade gliomas using MRI radiomics: A systematic review,2021,2021-01-01,American Journal of Neuroradiology,Bhandari A.P.,10.3174/ajnr.A6875,2-s2.0-85099408528,SCOPUS_ID:85099408528,72,Review,,12.0
"Deep learning enables 60% accelerated volumetric brain MRI while preserving quantitative performance: A prospective, multicenter, multireader trial",2021,2021-12-01,American Journal of Neuroradiology,Bash S.,10.3174/ajnr.A7358,2-s2.0-85121228445,SCOPUS_ID:85121228445,66,Conference Paper,,11.0
Improved glioma grading using deep convolutional neural networks,2021,2021-02-01,American Journal of Neuroradiology,Gutta S.,10.3174/ajnr.A6882,2-s2.0-85101013424,SCOPUS_ID:85101013424,65,Article,,10.833333333333334
Radiomics of pediatric low-grade gliomas: Toward a pretherapeutic differentiation of BRAF-mutated and BRAF-fused tumors,2021,2021-04-01,American Journal of Neuroradiology,Wagner M.W.,10.3174/AJNR.A6998,2-s2.0-85105186449,SCOPUS_ID:85105186449,59,Article,,9.833333333333334
Machine learning-based prediction of small intracranial aneurysm rupture status using CTA-derived hemodynamics: A multicenter study,2021,2021-04-01,American Journal of Neuroradiology,Shi Z.,10.3174/AJNR.A7034,2-s2.0-85105310852,SCOPUS_ID:85105310852,56,Article,,9.333333333333334
Automated detection and segmentation of brain metastases in malignant melanoma: Evaluation of a dedicated deep learning model,2021,2021-04-01,American Journal of Neuroradiology,Pennig L.,10.3174/AJNR.A6982,2-s2.0-85104111654,SCOPUS_ID:85104111654,38,Article,,6.333333333333333
A combined radiomics and machine learning approach to overcome the clinicoradiologic paradox in multiple sclerosis,2021,2021-11-01,American Journal of Neuroradiology,Pontillo G.,10.3174/ajnr.A7274,2-s2.0-85119491254,SCOPUS_ID:85119491254,32,Article,,5.333333333333333
Tissue at risk and ischemic core estimation using deep learning in acute stroke,2021,2021-06-01,American Journal of Neuroradiology,Yu Y.,10.3174/ajnr.A7081,2-s2.0-85108376433,SCOPUS_ID:85108376433,28,Conference Paper,,4.666666666666667
Prediction of clinical outcome in patients with large-vessel acute ischemic stroke: Performance of machine learning versus span-100,2021,2021-02-01,American Journal of Neuroradiology,Jiang B.,10.3174/ajnr.A6918,2-s2.0-85100956991,SCOPUS_ID:85100956991,25,Article,,4.166666666666667
Deep learning-based software improves clinicians' detection sensitivity of aneurysms on brain TOF-MRA,2021,2021-10-01,American Journal of Neuroradiology,Sohn B.,10.3174/ajnr.A7242,2-s2.0-85116980736,SCOPUS_ID:85116980736,24,Article,,4.0
Qualifying certainty in radiology reports through deep learning-based natural language processing,2021,2021-10-01,American Journal of Neuroradiology,Liu F.,10.3174/ajnr.A7241,2-s2.0-85117004415,SCOPUS_ID:85117004415,18,Article,,3.0
Convolutional neural network to stratify the malignancy risk of Thyroid nodules: Diagnostic performance compared with the American college of radiology Thyroid imaging reporting and data system implemented by experienced radiologists,2021,2021-08-01,American Journal of Neuroradiology,Kim G.R.,10.3174/ajnr.A7149,2-s2.0-85114122140,SCOPUS_ID:85114122140,15,Article,,2.5
Artificial intelligence-based 3D angiography for visualization of complex cerebrovascular pathologies,2021,2021-10-01,American Journal of Neuroradiology,Lang S.,10.3174/ajnr.A7252,2-s2.0-85116970694,SCOPUS_ID:85116970694,11,Article,,1.8333333333333333
Emerging artificial intelligence imaging applications for stroke interventions,2021,2021-02-01,American Journal of Neuroradiology,Lotan E.,10.3174/ajnr.A6902,2-s2.0-85101035990,SCOPUS_ID:85101035990,11,Note,,1.8333333333333333
A stacked generalization of 3d orthogonal deep learning convolutional neural networks for improved detection of white matter hyperintensities in 3D FLAIR images,2021,2021-04-01,American Journal of Neuroradiology,Umapathy L.,10.3174/AJNR.A6970,2-s2.0-85100617635,SCOPUS_ID:85100617635,7,Article,,1.1666666666666667
The true potential of artificial intelligence for detection of large-vessel occlusion: The role of M2 occlusions,2021,2021-07-01,American Journal of Neuroradiology,Luijten S.P.R.,10.3174/ajnr.A7111,2-s2.0-85110653341,SCOPUS_ID:85110653341,1,Letter,,0.16666666666666666
Deep transfer learning and radiomics feature prediction of survival of patients with high-grade gliomas,2020,2020-01-01,American Journal of Neuroradiology,Han W.,10.3174/ajnr.A6365,2-s2.0-85077779991,SCOPUS_ID:85077779991,106,Article,,15.142857142857142
Artificial intelligence in the management of intracranial aneurysms: Current status and future perspectives,2020,2020-03-01,American Journal of Neuroradiology,Shi Z.,10.3174/AJNR.A6468,2-s2.0-85082096474,SCOPUS_ID:85082096474,89,Review,,12.714285714285714
Deep learning for pediatric posterior fossa tumor detection and classification: A multi-institutional study,2020,2020-09-01,American Journal of Neuroradiology,Quon J.L.,10.3174/ajnr.A6704,2-s2.0-85090870576,SCOPUS_ID:85090870576,66,Article,,9.428571428571429
Development and validation of a deep learning-based automatic brain segmentation and classification algorithm for Alzheimer disease using 3D T1-weighted volumetric images,2020,2020-12-01,American Journal of Neuroradiology,Suh C.H.,10.3174/ajnr.A6848,2-s2.0-85097812315,SCOPUS_ID:85097812315,59,Article,,8.428571428571429
Automatic machine learning to differentiate pediatric posterior fossa tumors on routine MR imaging,2020,2020-07-01,American Journal of Neuroradiology,Zhou H.,10.3174/AJNR.A6621,2-s2.0-85088022991,SCOPUS_ID:85088022991,58,Article,,8.285714285714286
Radiomics study of thyroid ultrasound for predicting BRAF mutation in papillary thyroid carcinoma: Preliminary results,2020,2020-04-01,American Journal of Neuroradiology,Kwon M.R.,10.3174/AJNR.A6505,2-s2.0-85083245060,SCOPUS_ID:85083245060,57,Article,,8.142857142857142
Correction of motion artifacts using a multiscale fully convolutional neural network,2020,2020-03-01,American Journal of Neuroradiology,Sommer K.,10.3174/ajnr.A6436,2-s2.0-85082095102,SCOPUS_ID:85082095102,48,Article,,6.857142857142857
Artificial Intelligence in Neuroradiology: Current Status and Future Directions,2020,2020-08-01,American Journal of Neuroradiology,Lui Y.W.,10.3174/ajnr.A6681,2-s2.0-85096034897,SCOPUS_ID:85096034897,35,Article,,5.0
Application of deep learning to predict standardized uptake value ratio and amyloid status on 18F-florbetapir PET using ADNI data,2020,2020-06-01,American Journal of Neuroradiology,Reith F.,10.3174/ajnr.A6573,2-s2.0-85086346206,SCOPUS_ID:85086346206,31,Article,,4.428571428571429
Transcranial MR imaging⇓guided focused ultrasound interventions using deep learning synthesized CT,2020,2020-10-01,American Journal of Neuroradiology,Su P.,10.3174/ajnr.A6758,2-s2.0-85092680973,SCOPUS_ID:85092680973,29,Article,,4.142857142857143
Prediction of human papillomavirus status and overall survival in patients with untreated oropharyngeal squamous cell carcinoma: Development and validation of CT-based radiomics,2020,2020-10-01,American Journal of Neuroradiology,Choi Y.,10.3174/ajnr.A6756,2-s2.0-85092681168,SCOPUS_ID:85092681168,24,Article,,3.4285714285714284
Fully automated segmentation of globes for volume quantification in CT images of orbits using deep learning,2020,2020-06-01,American Journal of Neuroradiology,Umapathy L.,10.3174/ajnr.A6538,2-s2.0-85086346539,SCOPUS_ID:85086346539,16,Article,,2.2857142857142856
Deep learning-based detection of intracranial aneurysms in 3D TOF-MRA,2019,2019-01-01,American Journal of Neuroradiology,Faron A.,10.3174/ajnr.A5911,2-s2.0-85059913222,SCOPUS_ID:85059913222,160,Article,,20.0
Automated aspects on noncontrast CT scans in patients with acute ischemic stroke using machine learning,2019,2019-01-01,American Journal of Neuroradiology,Kuang H.,10.3174/ajnr.A5889,2-s2.0-85059886211,SCOPUS_ID:85059886211,120,Article,,15.0
Radiomics-based intracranial thrombus features on CT and CTA predict recanalization with intravenous alteplase in patients with acute ischemic stroke,2019,2019-01-01,American Journal of Neuroradiology,Qiu W.,10.3174/ajnr.A5918,2-s2.0-85059903008,SCOPUS_ID:85059903008,90,Article,,11.25
Convolutional neural network–based automated segmentation of the spinal cord and contusion injury: Deep learning biomarker correlates of motor impairment in acute spinal cord injury,2019,2019-01-01,American Journal of Neuroradiology,McCoy D.B.,10.3174/ajnr.A6020,2-s2.0-85064565894,SCOPUS_ID:85064565894,83,Article,,10.375
Improving the quality of synthetic FLAIR images with deep learning using a conditional generative adversarial network for pixel-by-pixel image translation,2019,2019-02-01,American Journal of Neuroradiology,Hagiwara A.,10.3174/ajnr.A5927,2-s2.0-85061484196,SCOPUS_ID:85061484196,74,Article,,9.25
Convolutional neural network for automated flair lesion segmentation on clinical brain MR imaging,2019,2019-08-01,American Journal of Neuroradiology,Duong M.T.,10.3174/ajnr.A6138,2-s2.0-85071350556,SCOPUS_ID:85071350556,63,Article,,7.875
Ensemble of convolutional neural networks improves automated segmentation of acute ischemic lesions using multiparametric diffusion-weighted MRI,2019,2019-06-01,American Journal of Neuroradiology,Winzeck S.,10.3174/ajnr.A6077,2-s2.0-85068198032,SCOPUS_ID:85068198032,47,Article,,5.875
A deep learning-based approach to reduce rescan and recall rates in clinical MRI examinations,2019,2019-02-01,American Journal of Neuroradiology,Sreekumari A.,10.3174/ajnr.A5926,2-s2.0-85061485701,SCOPUS_ID:85061485701,38,Article,,4.75
Deep learning–based automatic segmentation of lumbosacral nerves on CT for spinal intervention: A translational study,2019,2019-01-01,American Journal of Neuroradiology,Fan G.,10.3174/ajnr.A6070,2-s2.0-85068197582,SCOPUS_ID:85068197582,36,Article,,4.5
Quantitative analysis of spinal canal areas in the lumbar spine: An imaging informatics and machine learning study,2019,2019-01-01,American Journal of Neuroradiology,Gaonkar B.,10.3174/ajnr.A6174,2-s2.0-85071779809,SCOPUS_ID:85071779809,32,Article,,4.0
Quantitative analysis of spinal canal areas in the lumbar spine: An imaging informatics and machine learning study,2019,2019-01-01,American Journal of Neuroradiology,Gaonkar B.,10.3174/ajnr.A6174,2-s2.0-85071779809,SCOPUS_ID:85071779809,32,Article,,4.0
Accurate patient-specific machine learning models of glioblastoma invasion using transfer learning,2019,2019-01-01,American Journal of Neuroradiology,Hu L.S.,10.3174/ajnr.A5981,2-s2.0-85063005062,SCOPUS_ID:85063005062,30,Article,,3.75
Radiogenomics in medulloblastoma: Can the human brain compete with artificial intelligence and machine learning?,2019,2019-01-01,American Journal of Neuroradiology,Dasgupta A.,10.3174/ajnr.A6040,2-s2.0-85066163872,SCOPUS_ID:85066163872,2,Letter,,0.25
Deep-learning convolutional neural networks accurately classify genetic mutations in gliomas,2018,2018-07-01,American Journal of Neuroradiology,Chang P.,10.3174/ajnr.A5667,2-s2.0-85049830790,SCOPUS_ID:85049830790,435,Article,,48.333333333333336
"Radiomics in Brain Tumor: Image Assessment, Quantitative Feature Descriptors, and Machine-Learning Approaches",2018,2018-02-01,American Journal of Neuroradiology,Zhou M.,10.3174/ajnr.A5391,2-s2.0-85042155083,SCOPUS_ID:85042155083,350,Review,,38.888888888888886
Deep learning in neuroradiology,2018,2018-10-01,American Journal of Neuroradiology,Zaharchuk G.,10.3174/ajnr.A5543,2-s2.0-85054361567,SCOPUS_ID:85054361567,274,Review,,30.444444444444443
Hybrid 3D/2D convolutional neural network for hemorrhage evaluation on head CT,2018,2018-09-01,American Journal of Neuroradiology,Chang P.D.,10.3174/ajnr.A5742,2-s2.0-85053057237,SCOPUS_ID:85053057237,243,Article,,27.0
3D deep learning angiography (3D-DLA) from C-arm Conebeam CT,2018,2018-05-01,American Journal of Neuroradiology,Montoya J.C.,10.3174/ajnr.A5597,2-s2.0-85047083981,SCOPUS_ID:85047083981,16,Article,,1.7777777777777777
Differentiation of enhancing glioma and primary central nervous system lymphoma by texture-based machine learning,2017,2017-06-01,American Journal of Neuroradiology,Alcaide-Leon P.,10.3174/ajnr.A5173,2-s2.0-85020543132,SCOPUS_ID:85020543132,59,Article,,5.9
Radiomics approach fails to outperform null classifier on test data,2017,2017-11-01,American Journal of Neuroradiology,Colby J.B.,10.3174/ajnr.A5326,2-s2.0-85034619311,SCOPUS_ID:85034619311,3,Letter,,0.3
