eid,scopus_id,doi,title,year,cover_date,first_author,citedby_count,subtype,volume,issue,page_range
2-s2.0-85200208294,85200208294,10.3174/ajnr.A8245,Individual Structural Covariance Network Predicts Long-Term Motor Improvement in Parkinson Disease with Subthalamic Nucleus Deep Brain Stimulation,2024,2024-08-01,Diao Y.,7,Article,45,8,1106-1115
2-s2.0-85201133528,85201133528,10.3174/ajnr.A8293,Training and Comparison of nnU-Net and DeepMedic Methods for Autosegmentation of Pediatric Brain Tumors,2024,2024-08-01,Vossough A.,28,Article,45,8,1081-1089
2-s2.0-85192005946,85192005946,10.3174/ajnr.A8196,A Comparison of CT Perfusion Output of RapidAI and Viz.ai Software in the Evaluation of Acute Ischemic Stroke,2024,2024-07-01,Bushnaq S.,13,Article,45,7,863-870
2-s2.0-85198671311,85198671311,10.3174/ajnr.A8259,Shift Volumes,2024,2024-07-01,Kadom N.,0,Letter,45,7,E18
2-s2.0-85198253228,85198253228,10.3174/ajnr.A8286,CPT Codes for Quantitative MRI of the Brain: What It Means for Neuroradiology,2024,2024-07-01,Bash S.,1,Letter,45,7,E19
2-s2.0-85195621078,85195621078,10.3174/ajnr.A8211,Evaluating Biases and Quality Issues in Intermodality Image Translation Studies for Neuroradiology: A Systematic Review,2024,2024-06-01,Walston S.L.,0,Article,45,6,826-832
2-s2.0-85195620282,85195620282,10.3174/ajnr.A8199,Identification of Multiclass Pediatric Low-Grade Neuroepithelial Tumor Molecular Subtype with ADC MR Imaging and Machine Learning,2024,2024-06-01,Soldatelli M.D.,5,Article,45,6,753-760
2-s2.0-85192795911,85192795911,10.3174/ajnr.A8086,Artificial Intelligence in the Future Landscape of Pediatric Neuroradiology: Opportunities and Challenges,2024,2024-05-01,Bhatia A.,8,Article,45,5,549-553
2-s2.0-85189985964,85189985964,10.3174/ajnr.A8161,Compressed Sensitivity Encoding Artificial Intelligence Accelerates Brain Metastasis Imaging by Optimizing Image Quality and Reducing Scan Time,2024,2024-04-01,Wang M.,3,Article,45,4,444-452
2-s2.0-85189985461,85189985461,10.3174/ajnr.A8141,Automated Detection of Cervical Spinal Stenosis and Cord Compression via Vision Transformer and Rules-Based Classification,2024,2024-04-01,Payne D.L.,13,Article,45,4,432-438
2-s2.0-85189974738,85189974738,10.3174/ajnr.A8070,Understanding Bias in Artificial Intelligence: A Practice Perspective,2024,2024-04-01,Davis M.A.,3,Article,45,4,371-373
2-s2.0-85189980932,85189980932,10.3174/ajnr.A8173,Identifying Patients with CSF-Venous Fistula Using Brain MRI: A Deep Learning Approach,2024,2024-04-01,Faghani S.,5,Article,45,4,439-443
2-s2.0-85190161141,85190161141,10.3174/ajnr.A8140,A Clinical and Imaging Fused Deep Learning Model Matches Expert Clinician Prediction of 90-Day Stroke Outcomes,2024,2024-04-01,Liu Y.,13,Article,45,4,406-411
2-s2.0-85189976776,85189976776,10.3174/ajnr.A8143,Clinical Evaluation of a 2-Minute Ultrafast Brain MR Protocol for Evaluation of Acute Pathology in the Emergency and Inpatient Settings,2024,2024-04-01,Lang M.,7,Article,45,4,379-385
2-s2.0-85189899048,85189899048,10.3174/ajnr.A8157,Imaging Large Ischemic Strokes: Time for New Insight,2024,2024-04-01,Colasurdo M.,9,Editorial,45,4,363-364
2-s2.0-85187192732,85187192732,10.3174/ajnr.A8107,Synthesizing Contrast-Enhanced MR Images from Noncontrast MR Images Using Deep Learning,2024,2024-03-01,Murugesan G.,6,Article,45,3,312-319
2-s2.0-85187509632,85187509632,10.3174/ajnr.A8147,"Young Professionals in Neuroradiology: Opportunities, Challenges, and Future Directions",2024,2024-03-01,Trofimova A.V.,2,Article,45,3,256-261
2-s2.0-85184580682,85184580682,10.3174/ajnr.A8102,"AI-Assisted Summarization of Radiologic Reports: Evaluating GPT3davinci, BARTcnn, LongT5booksum, LEDbooksum, LEDlegal, and LEDclinical",2024,2024-02-10,Chien A.,12,Article,45,2,244-248
2-s2.0-85184581743,85184581743,10.3174/ajnr.A8104,A Radiomic “Warning Sign” of Progression on Brain MRI in Individuals with MS,2024,2024-02-10,Kelly B.S.,7,Article,45,2,236-243
2-s2.0-85181835091,85181835091,10.3174/ajnr.A8097,Application of a Denoising High-Resolution Deep Convolutional Neural Network to Improve Conspicuity of CSF-Venous Fistulas on Photon-Counting CT Myelography,2024,2024-01-10,Madhavan A.A.,12,Article,45,1,96-99
2-s2.0-85181798141,85181798141,10.3174/ajnr.A8075,Response to Letter Regarding the Article “Automated Segmentation of Intracranial Thrombus on NCCT and CTA in Patients with Acute Ischemic Stroke Using a Coarse-to-Fine Deep Learning Model”,2024,2024-01-10,Zhu K.,0,Letter,45,1,E1
2-s2.0-85181806297,85181806297,10.3174/ajnr.A8064,Cortical Thin Patch Fraction Reflects Disease Burden in MS: The Mosaic Approach,2024,2024-01-10,Tahedl M.,2,Article,45,1,82-89
2-s2.0-85179642682,85179642682,10.3174/ajnr.A8053,Predicting Antiseizure Medication Treatment in Children with Rare Tuberous Sclerosis C omplex Related Epilepsy Using Deep Learning,2023,2023-12-01,Wang H.,6,Article,44,12,1373-1383
2-s2.0-85180007508,85180007508,10.3174/ajnr.A8059,Brain Age Estimation on a Dementia Cohort Using FLAIR MRI Biomarkers,2023,2023-12-01,Crystal O.,5,Article,44,12,1384-1390
2-s2.0-85176495999,85176495999,10.3174/ajnr.A7963,Ethical Considerations and Fairness in the Use of Artificial Intelligence for Neuroradiology,2023,2023-11-01,Filippi C.G.,20,Article,44,11,1242-1248
2-s2.0-85173174423,85173174423,10.3174/ajnr.A8000,Systematic Literature Review of Machine Learning Algorithms Using Pretherapy Radiologic Imaging for Glioma Molecular Subtype Prediction,2023,2023-10-01,Lost J.,7,Article,44,10,1126-1134
2-s2.0-85173566311,85173566311,10.3174/ajnr.A7978,Automatic Localization of the Pons and Vermis on Fetal Brain MR Imaging Using a U-Net Deep Learning Model,2023,2023-10-01,Vahedifard F.,8,Article,44,10,1191-1200
2-s2.0-85170717292,85170717292,10.3174/ajnr.A7950,Deep Learning Segmentation of the Nucleus Basalis of Meynert on 3T MRI,2023,2023-09-01,Doss D.J.,11,Article,44,9,1020-1025
2-s2.0-85170717472,85170717472,10.3174/ajnr.A7972,Regarding “Automated Segmentation of Intracranial Thrombus on NCCT and CTA in Patients with Acute Ischemic Stroke Using a Coarse-to-Fine Deep Learning Model”,2023,2023-09-01,Tortora M.,1,Letter,44,9,E41
2-s2.0-85170717137,85170717137,10.3174/ajnr.A7961,Generative Adversarial Network-Enhanced Ultra-Low-Dose [18F]-PI-2620 s PET/MRI in Aging and Neurodegenerative Populations,2023,2023-09-01,Chen K.T.,7,Article,44,9,1012-1020
2-s2.0-85167844613,85167844613,10.3174/ajnr.A7956,Performance of Automated ASPECTS Software and Value as a Computer-Aided Detection Tool,2023,2023-08-01,Lambert J.,4,Article,44,8,894-900
2-s2.0-85167842942,85167842942,10.3174/ajnr.A7920,"Deep Learning–Generated Synthetic MR Imaging STIR Spine Images Are Superior in Image Quality and Diagnostically Equivalent to Conventional STIR: A Multicenter, Multireader Trial",2023,2023-08-01,Tanenbaum L.N.,18,Article,44,8,987-993
2-s2.0-85164624728,85164624728,10.3174/ajnr.A7902,Crowd-Sourced Deep Learning for Intracranial Hemorrhage Identification: Wisdom of Crowds or Laissez-Faire,2023,2023-07-01,Hofmeijer E.I.S.,5,Article,44,7,762-767
2-s2.0-85163907252,85163907252,10.3174/ajnr.A7878,Automated Segmentation of Intracranial Thrombus on NCCT and CTA in Patients with Acute Ischemic Stroke Using a Coarse-to-Fine Deep Learning Model,2023,2023-06-01,Zhu K.,13,Article,44,6,641-648
2-s2.0-85163906760,85163906760,10.3174/ajnr.A7868,Revolutionizing MS Monitoring: The Impact of Postprocessing Techniques on Lesion Detection,2023,2023-06-01,Lecler A.,0,Note,44,6,656-657
2-s2.0-85159542261,85159542261,10.3174/ajnr.A7850,Critical Appraisal of Artificial Intelligence Enabled Imaging Tools Using the Levels of Evidence System,2023,2023-05-01,Pham N.,17,Article,44,5,E21-E28
2-s2.0-85159544277,85159544277,10.3174/ajnr.A7853,Deep Learning of Time-Signal Intensity Curves from Dynamic Susceptibility Contrast Imaging Enables Tissue Labeling and Prediction of Survival in Glioblastoma,2023,2023-05-01,Yun J.,7,Article,44,5,543-552
2-s2.0-85159541524,85159541524,10.3174/ajnr.A7869,Prevalence of Intracranial Aneurysms with Emphasis on Ethnicity and Race,2023,2023-05-01,Ben-Arie G.,1,Note,44,5,580-581
2-s2.0-85159541760,85159541760,10.3174/ajnr.A7851,DWI-Based Radiomics Predicts the Functional Outcome of Endovascular Treatment in Acute Basilar Artery Occlusion,2023,2023-05-01,Zhang X.,5,Article,44,5,536-542
2-s2.0-85159540917,85159540917,10.3174/ajnr.A7855,Associating IDH and TERT Mutations in Glioma with Diffusion Anisotropy in Normal-Appearing White Matter,2023,2023-05-01,Halilibrahimoglu H.,4,Article,44,5,553-561
2-s2.0-85159543487,85159543487,10.3174/ajnr.A7863,Post-COVID-19 Brain [18F] FDG-PET Findings: A Retrospective Single-Center Study in the United States,2023,2023-05-01,Debs P.,15,Article,44,5,517-522
2-s2.0-85152168066,85152168066,10.3174/ajnr.A7808,Application of Automatic Segmentation on Super-Resolution Reconstruction MR Images of the Abnormal Fetal Brain,2023,2023-04-01,Deprest T.,5,Article,44,4,486-491
2-s2.0-85150001329,85150001329,10.3174/ajnr.A7790,Validity Assessment of an Automated Brain Morphometry Tool for Patients with De Novo Memory Symptoms,2023,2023-03-01,Rahmani F.,8,Article,44,3,261-267
2-s2.0-85150001468,85150001468,10.3174/ajnr.A7806,Identification of the Language Network from Resting-State fMRI in Patients with Brain Tumors: How Accurate Are Experts?,2023,2023-03-01,Gujar S.K.,10,Article,44,3,274-282
2-s2.0-85147317657,85147317657,10.3174/ajnr.A7756,Fully Automatic Method for Reliable Spinal Cord Compartment Segmentation in Multiple Sclerosis,2023,2023-02-01,Tsagkas C.,5,Article,44,2,218-227
2-s2.0-85146193427,85146193427,10.3174/ajnr.A7735,Artificial Intelligence-Assisted Evaluation of the Spatial Relationship between Brain Arteriovenous Malformations and the Corticospinal Tract to Predict Postsurgical Motor Defects,2023,2023-01-01,Jiao Y.,7,Article,44,1,17-25
2-s2.0-85146193374,85146193374,10.3174/ajnr.A7747,Development of Gestational Age-Based Fetal Brain and Intracranial Volume Reference Norms Using Deep Learning,2023,2023-01-01,Tran C.B.N.,11,Article,44,1,82-90
2-s2.0-85179809471,85179809471,10.3174/ajnr.A8063,Deep Learning–Based Synthetic TOF-MRA Generation Using Time-Resolved MRA in Fast Stroke Imaging,2023,2023-01-01,You S.H.,6,Article,44,12,1391-1398
2-s2.0-85146193201,85146193201,10.3174/ajnr.A7736,An Artificial Intelligence Tool for Clinical Decision Support and Protocol Selection for Brain MRI,2023,2023-01-01,Wong K.A.,12,Article,44,1,11-16
2-s2.0-85146192969,85146192969,10.3174/ajnr.A7716,Viz.ai Implementation of Stroke Augmented Intelligence and Communications Platform to Improve Indicators and Outcomes for a Comprehensive Stroke Center and Network,2023,2023-01-01,Figurelle M.E.,32,Article,44,1,47-53
2-s2.0-85146493949,85146493949,10.3174/ajnr.A7715,Erratum: MRI-based deep-learning method for determining glioma MGMT promoter methylation status (JNR Am J Neuroradiol (2021) 42 (845–852) DOI: 10.3174/ajnr.A7029),2023,2023-01-01,Yogananda C.G.,1,Erratum,44,1,E1
2-s2.0-85179780143,85179780143,10.3174/ajnr.A8046,Automatic Quantification of Normal Brain Gyrification Patterns and Changes in Fetuses with Polymicrogyria and Lissencephaly Based on MRI,2023,2023-01-01,Yehuda B.,12,Article,44,12,1432-1439
2-s2.0-85144636684,85144636684,10.3174/ajnr.A7700,Intracranial Vessel Segmentation in 3D High-Resolution T1 Black-Blood MRI,2022,2022-12-01,Elsheikh S.,4,Article,43,12,1719-1721
2-s2.0-85144637139,85144637139,10.3174/ajnr.A7695,Automated Detection of Cerebral Aneurysms on TOF-MRA Using a Deep Learning Approach: An External Validation Study,2022,2022-12-01,Lehnen N.C.,17,Article,43,12,1700-1705
2-s2.0-85141892931,85141892931,10.3174/ajnr.A7664,Accelerated Synthetic MRI with Deep Learning-Based Reconstruction for Pediatric Neuroimaging,2022,2022-11-01,Kim E.,36,Article,43,11,1653-1659
2-s2.0-85141525555,85141525555,10.3174/ajnr.A7029_ERR,Erratum: MRI-based deep-learning method for determining glioma MGMT promoter methylation status (American Journal of Neuroradiology (2021) 42 (845-852) DOI: 10.3174/AJNR.A7029),2022,2022-11-01,,0,Erratum,43,11,E45
2-s2.0-85141891352,85141891352,10.3174/ajnr.A7655,"Cluster Analysis of DSC MRI, Dynamic Contrast-Enhanced MRI, and DWI Parameters Associated with Prognosis in Patients with Glioblastoma after Removal of the Contrast- Enhancing Component: A Preliminary Study",2022,2022-11-01,Chung H.,3,Article,43,11,1559-1566
2-s2.0-85143217265,85143217265,10.3174/ajnr.A7620,"Cellular Density in Adult Glioma, Estimated with MR Imaging Data and a Machine Learning Algorithm, Has Prognostic Power ApproachingWorld Health Organization Histologic Grading in a Cohort of 1181 Patients",2022,2022-10-01,Gates E.D.H.,0,Article,43,10,1411-1417
2-s2.0-85142912132,85142912132,10.3174/ajnr.A7616,"Clinical Validation and Extension of an Automated, Deep Learning–Based Algorithm for Quantitative Sinus CT Analysis",2022,2022-09-01,Massey C.J.,30,Article,43,9,1318-1324
2-s2.0-85136301527,85136301527,10.3174/ajnr.A7582,Unsupervised Deep Learning for Stroke Lesion Segmentation on Follow-up CT Based on Generative Adversarial Networks,2022,2022-08-01,Van Voorst H.,17,Article,43,8,1107-1114
2-s2.0-85136247607,85136247607,10.3174/ajnr.A7589,Validation of a Denoising Method Using Deep Learning- Based Reconstruction to Quantify Multiple Sclerosis Lesion Load on Fast FLAIR Imaging,2022,2022-08-01,Yamamoto T.,13,Article,43,8,1099-1106
2-s2.0-85136286461,85136286461,10.3174/ajnr.A7588,Deep Learning for Synthetic CT from Bone MRI in the Head and Neck,2022,2022-08-01,Bambach S.,23,Article,43,8,1172-1179
2-s2.0-85136313191,85136313191,10.3174/ajnr.A7591,Stable and Discriminatory Radiomic Features from the Tumor and Its Habitat Associated with Progression-Free Survival in Glioblastoma: A Multi-Institutional Study,2022,2022-08-01,Verma R.,22,Article,43,8,1115-1123
2-s2.0-85132190780,85132190780,10.3174/ajnr.A7544,Navigating Supply Chain Disruptions of Iodinated Contrast Agent for Neuroimaging and How Business Intelligence Can Help the Decision Process,2022,2022-07-01,Bammer R.,18,Article,43,7,944-950
2-s2.0-85131770951,85131770951,10.3174/ajnr.A7297,Evolving Role and Translation of Radiomics and Radiogenomics in Adult and Pediatric Neuro-Oncology,2022,2022-06-01,Ak M.,27,Review,43,6 June,792-801
2-s2.0-85130002101,85130002101,10.3174/ajnr.A7500,Labeling Noncontrast Head CT Reports for Common Findings Using Natural Language Processing,2022,2022-05-01,Iorga M.,6,Article,43,5,721-726
2-s2.0-85130005529,85130005529,10.3174/ajnr.A7488,Radiomics-Based Machine Learning for Outcome Prediction in a Multicenter Phase II Study of Programmed Death-Ligand 1 Inhibition Immunotherapy for Glioblastoma,2022,2022-05-01,George E.,28,Article,43,5,675-681
2-s2.0-85130000606,85130000606,10.3174/ajnr.A7302,"Small Vessel Disease, a Marker of Brain Health: What the Radiologist Needs to Know",2022,2022-05-01,Mahammedi A.,35,Review,43,5,650-660
2-s2.0-85128485710,85128485710,10.3174/ajnr.A7473,"Machine Learning in Differentiating Gliomas from Primary CNS Lymphomas: A Systematic Review, Reporting Quality, and Risk of Bias Assessment",2022,2022-04-01,Cassinelli Petersen G.I.,21,Article,43,4,526-533
2-s2.0-85128469568,85128469568,10.3174/ajnr.A7470,"Identification of Small, Regularly Shaped Cerebral Aneurysms Prone to Rupture",2022,2022-04-01,Ashkezari S.F.S.,15,Article,43,4,547-553
2-s2.0-85128487158,85128487158,10.3174/ajnr.A7481,"Radiomics Can Distinguish Pediatric Supratentorial Embryonal Tumors, High-Grade Gliomas, and Ependymomas",2022,2022-04-01,Zhang M.,17,Article,43,4,603-610
2-s2.0-85126362950,85126362950,10.3174/ajnr.A7419,Automated 3D Fetal Brain Segmentation Using an Optimized Deep Learning Approach,2022,2022-03-01,Zhao L.,52,Article,43,3,448-454
2-s2.0-85126363969,85126363969,10.3174/ajnr.A7436,Neuroanatomic Markers of Posttraumatic Epilepsy Based on MR Imaging and Machine Learning,2022,2022-03-01,Akrami H.,5,Article,43,3,347-353
2-s2.0-85126348735,85126348735,10.3174/ajnr.A7410,Investigating Simultaneity for Deep Learning–Enhanced Actual Ultra-Low-Dose Amyloid PET/MR Imaging,2022,2022-03-01,Chen K.T.,7,Article,43,3,354-360
2-s2.0-85126389291,85126389291,10.3174/ajnr.A7435,The Z-Shift: A Need for Quality Management System Level Testing and Standardization in Neuroimaging Pipelines,2022,2022-03-01,Dadario N.B.,0,Review,43,3,320-323
2-s2.0-85124173374,85124173374,10.3174/ajnr.A7387,Thin-Slice Pituitary MRI with Deep Learning–Based Reconstruction for Preoperative Prediction of Cavernous Sinus Invasion by Pituitary Adenoma: A Prospective Study,2022,2022-02-01,Kim M.,26,Article,43,2,280-285
2-s2.0-85123651965,85123651965,10.3174/ajnr.A7363,Development and Practical Implementation of a Deep Learning-Based Pipeline for Automated Pre- and Postoperative Glioma Segmentation,2022,2022-01-01,Lotan E.,19,Article,43,1,24-32
2-s2.0-85123651926,85123651926,10.3174/ajnr.A7351,Hypovascular Cellular Tumor in Primary Central Nervous System Lymphoma is Associated with Treatment Resistance: Tumor Habitat Analysis Using Physiologic MRI,2022,2022-01-01,Jeong S.Y.,29,Article,43,1,40-47
2-s2.0-85121228445,85121228445,10.3174/ajnr.A7358,"Deep learning enables 60% accelerated volumetric brain MRI while preserving quantitative performance: A prospective, multicenter, multireader trial",2021,2021-12-01,Bash S.,66,Conference Paper,42,12,2130-2137
2-s2.0-85119491254,85119491254,10.3174/ajnr.A7274,A combined radiomics and machine learning approach to overcome the clinicoradiologic paradox in multiple sclerosis,2021,2021-11-01,Pontillo G.,33,Article,42,11,
2-s2.0-85117004415,85117004415,10.3174/ajnr.A7241,Qualifying certainty in radiology reports through deep learning-based natural language processing,2021,2021-10-01,Liu F.,20,Article,42,10,1755-1761
2-s2.0-85116970694,85116970694,10.3174/ajnr.A7252,Artificial intelligence-based 3D angiography for visualization of complex cerebrovascular pathologies,2021,2021-10-01,Lang S.,11,Article,42,10,1722-1768
2-s2.0-85116980736,85116980736,10.3174/ajnr.A7242,Deep learning-based software improves clinicians' detection sensitivity of aneurysms on brain TOF-MRA,2021,2021-10-01,Sohn B.,25,Article,42,10,1769-1775
2-s2.0-85116991242,85116991242,10.3174/ajnr.A7244,Comparison of hippocampal subfield segmentation agreement between 2 automated protocols across the adult life span,2021,2021-10-01,Samara A.,12,Article,42,10,1783-1789
2-s2.0-85114868507,85114868507,10.3174/ajnr.A7191,Evaluation of ultrafastwave-controlled aliasing in parallel imaging 3d-flair in the visualization and volumetric estimation of cerebralwhite matter lesions,2021,2021-09-01,Ngamsombat C.,15,Article,42,9,1584-1590
2-s2.0-85114855457,85114855457,10.3174/ajnr.A7200,Radiomic phenotypes distinguish atypical teratoid/rhabdoid tumors from medulloblastoma,2021,2021-09-01,Zhang M.,21,Article,42,9,1702-1708
2-s2.0-85114122140,85114122140,10.3174/ajnr.A7149,Convolutional neural network to stratify the malignancy risk of Thyroid nodules: Diagnostic performance compared with the American college of radiology Thyroid imaging reporting and data system implemented by experienced radiologists,2021,2021-08-01,Kim G.R.,15,Article,42,8,1513-1519
2-s2.0-85114119918,85114119918,10.3174/ajnr.A7179,Diagnostic accuracy and failure mode analysis of a deep learning algorithm for the detection of cervical spine fractures,2021,2021-08-01,Voter A.F.,81,Article,42,8,1550-1556
2-s2.0-85112738623,85112738623,10.3174/ajnr.A7165,MTT and blood-brain barrier disruption within asymptomatic vascular WM lesions,2021,2021-08-01,Dewey B.E.,12,Article,42,8,1396-1402
2-s2.0-85110635773,85110635773,10.3174/ajnr.A7094,Ct cervical spine fracture detection using a convolutional neural network,2021,2021-07-01,Small J.E.,90,Article,42,7,1341-1347
2-s2.0-85110653341,85110653341,10.3174/ajnr.A7111,The true potential of artificial intelligence for detection of large-vessel occlusion: The role of M2 occlusions,2021,2021-07-01,Luijten S.P.R.,1,Letter,42,7,E46
2-s2.0-85110443572,85110443572,10.3174/ajnr.A7146,Reply:,2021,2021-07-01,Yahav-Dovrat A.,0,Letter,42,7,E47
2-s2.0-85108376433,85108376433,10.3174/ajnr.A7081,Tissue at risk and ischemic core estimation using deep learning in acute stroke,2021,2021-06-01,Yu Y.,28,Conference Paper,42,6,1030-1037
2-s2.0-85108351727,85108351727,10.3174/ajnr.A7071,Repeatability of automated image segmentation with BraTumIA in patients with recurrent glioblastoma,2021,2021-06-01,Abu Khalaf N.,3,Article,42,6,1080-1086
2-s2.0-85106384322,85106384322,10.3174/AJNR.A7003,Development and validation of a deep learning-based model to distinguish glioblastoma from solitary brain metastasis using conventional MR images,2021,2021-05-01,Shin I.,53,Article,42,5,838-844
2-s2.0-85106362470,85106362470,10.3174/AJNR.A7029,MRI-based deep-learning method for determining glioma MGMT promoter methylation status,2021,2021-05-01,Yogananda C.G.B.,95,Article,42,5,845-852
2-s2.0-85106380469,85106380469,10.3174/AJNR.A7032,Severity of chest imaging is correlated with risk of acute neuroimaging findings among patients with COVID-19,2021,2021-05-01,Lang M.,10,Article,42,5,831-837
2-s2.0-85106355590,85106355590,10.3174/AJNR.A6976,A review of robotic interventional neuroradiology,2021,2021-05-01,Beaman C.B.,64,Review,42,5,808-814
2-s2.0-85100617635,85100617635,10.3174/AJNR.A6970,A stacked generalization of 3d orthogonal deep learning convolutional neural networks for improved detection of white matter hyperintensities in 3D FLAIR images,2021,2021-04-01,Umapathy L.,8,Article,42,4,639-647
2-s2.0-85104111654,85104111654,10.3174/AJNR.A6982,Automated detection and segmentation of brain metastases in malignant melanoma: Evaluation of a dedicated deep learning model,2021,2021-04-01,Pennig L.,38,Article,42,4,655-662
2-s2.0-85105310852,85105310852,10.3174/AJNR.A7034,Machine learning-based prediction of small intracranial aneurysm rupture status using CTA-derived hemodynamics: A multicenter study,2021,2021-04-01,Shi Z.,56,Article,42,4,648-654
2-s2.0-85102201648,85102201648,10.3174/AJNR.A6966,"Clinical, imaging, and lab correlates of severe COVID-19 leukoencephalopathy",2021,2021-04-01,Rapalino O.,19,Article,42,4,632-638
2-s2.0-85105186449,85105186449,10.3174/AJNR.A6998,Radiomics of pediatric low-grade gliomas: Toward a pretherapeutic differentiation of BRAF-mutated and BRAF-fused tumors,2021,2021-04-01,Wagner M.W.,59,Article,42,4,759-765
2-s2.0-85102964279,85102964279,10.3174/AJNR.A6922,Computer-aided diagnostic system for thyroid nodules on ultrasonography: Diagnostic performance based on the thyroid imaging reporting and data system classification and dichotomous outcomes,2021,2021-03-01,Han M.,40,Article,42,3,559-565
2-s2.0-85100685134,85100685134,10.3174/AJNR.A6961,Analysis of stroke detection during the COVID-19 pandemic using natural language processing of radiology reports,2021,2021-03-01,Li M.D.,31,Article,42,3,429-434
2-s2.0-85102964036,85102964036,10.3174/AJNR.A6983,MRI features may predict molecular features of glioblastoma in isocitrate dehydrogenase wild-type lower-grade gliomas,2021,2021-03-01,Park C.J.,45,Article,42,3,448-456
2-s2.0-85102965224,85102965224,10.3174/AJNR.A6929,Glioma-induced disruption of resting-state functional connectivity and amplitude of low-frequency fluctuations in the salience network,2021,2021-03-01,Yang J.,17,Article,42,3,551-558
2-s2.0-85102963968,85102963968,10.3174/AJNR.A7017,Spinal cord gray and white matter damage in different hereditary spastic paraplegia subtypes,2021,2021-03-01,Servelhere K.R.,14,Article,42,3,610-615
2-s2.0-85101013424,85101013424,10.3174/ajnr.A6882,Improved glioma grading using deep convolutional neural networks,2021,2021-02-01,Gutta S.,65,Article,42,2,233-239
2-s2.0-85101013340,85101013340,10.3174/ajnr.A6923,Evaluation of artificial intelligence-powered identification of large-vessel occlusions in a comprehensive stroke center,2021,2021-02-01,Dovrat A.Y.,92,Article,42,2,247-254
2-s2.0-85100970156,85100970156,10.3174/ajnr.A6926,Automated cerebral hemorrhage detection using rapid,2021,2021-02-01,Heit J.J.,70,Article,42,2,273-278
2-s2.0-85100956991,85100956991,10.3174/ajnr.A6918,Prediction of clinical outcome in patients with large-vessel acute ischemic stroke: Performance of machine learning versus span-100,2021,2021-02-01,Jiang B.,27,Article,42,2,240-246
2-s2.0-85101035990,85101035990,10.3174/ajnr.A6902,Emerging artificial intelligence imaging applications for stroke interventions,2021,2021-02-01,Lotan E.,11,Note,42,2,255-256
2-s2.0-85101034369,85101034369,10.3174/ajnr.A6885,Pediatric head CT: Automated quantitative analysis with quantile regression,2021,2021-02-01,Cauley K.A.,6,Article,42,2,382-388
2-s2.0-85099384857,85099384857,10.3174/ajnr.A6883,Artificial intelligence and acute stroke imaging,2021,2021-01-01,Soun J.E.,230,Review,42,1,2-11
2-s2.0-85099408528,85099408528,10.3174/ajnr.A6875,Noninvasive determination of IDH and 1p19q status of lower-grade gliomas using MRI radiomics: A systematic review,2021,2021-01-01,Bhandari A.P.,72,Review,42,1,94-101
2-s2.0-85099344763,85099344763,10.3174/ajnr.A6884,Estimating local cellular density in glioma using MR imaging data,2021,2021-01-01,Gates E.D.H.,17,Article,42,1,102-108
2-s2.0-85097812315,85097812315,10.3174/ajnr.A6848,Development and validation of a deep learning-based automatic brain segmentation and classification algorithm for Alzheimer disease using 3D T1-weighted volumetric images,2020,2020-12-01,Suh C.H.,60,Article,41,12,2227-2234
2-s2.0-85097821741,85097821741,10.3174/ajnr.A6794,Design of 3D-printed nasopharyngeal swabs for children is enabled by radiologic imaging,2020,2020-12-01,Starosolski Z.,11,Article,41,12,2345-2347
2-s2.0-85096050003,85096050003,10.3174/ajnr.A6789,Characterization of MR imaging-visible perivascular spaces in the white matter of healthy adolescents at 3T,2020,2020-11-01,Piantino J.,52,Article,41,11,2139-2145
2-s2.0-85092680973,85092680973,10.3174/ajnr.A6758,Transcranial MR imaging⇓guided focused ultrasound interventions using deep learning synthesized CT,2020,2020-10-01,Su P.,30,Article,41,10,1841-1848
2-s2.0-85090870576,85090870576,10.3174/ajnr.A6704,Deep learning for pediatric posterior fossa tumor detection and classification: A multi-institutional study,2020,2020-09-01,Quon J.L.,67,Article,41,9,1718-1725
2-s2.0-85096034897,85096034897,10.3174/ajnr.A6681,Artificial Intelligence in Neuroradiology: Current Status and Future Directions,2020,2020-08-01,Lui Y.W.,35,Article,41,8,E52-E59
2-s2.0-85089617165,85089617165,10.3174/ajnr.A6703,Evaluation of UltrafastWave-CAIPI MPRAGE for Visual Grading and Automated Measurement of Brain Tissue Volume,2020,2020-08-01,Longo M.G.F.,34,Article,41,8,1388-1396
2-s2.0-85088022991,85088022991,10.3174/AJNR.A6621,Automatic machine learning to differentiate pediatric posterior fossa tumors on routine MR imaging,2020,2020-07-01,Zhou H.,59,Article,41,7,1279-1285
2-s2.0-85088488057,85088488057,10.3174/AJNR.A6591,Headache and neuroimaging: Why we continue to do it,2020,2020-07-01,Jordan J.E.,12,Article,41,7,1149-1155
2-s2.0-85086346539,85086346539,10.3174/ajnr.A6538,Fully automated segmentation of globes for volume quantification in CT images of orbits using deep learning,2020,2020-06-01,Umapathy L.,16,Article,41,6,1061-1069
2-s2.0-85086346206,85086346206,10.3174/ajnr.A6573,Application of deep learning to predict standardized uptake value ratio and amyloid status on 18F-florbetapir PET using ADNI data,2020,2020-06-01,Reith F.,31,Article,41,6,980-986
2-s2.0-85086346948,85086346948,10.3174/ajnr.A6572,Resting-state brain activity for early prediction outcome in postanoxic patients in a coma with indeterminate clinical prognosis,2020,2020-06-01,Pugin D.,36,Article,41,6,1022-1030
