auid,name,papers,degree_centrality,betweenness
6508248579,Mettenburg J.M.,1,0.001953125,0.0
10039413600,Dhall S.,1,0.0078125,0.0
7006034887,Bresnahan J.C.,1,0.0078125,0.0
7006527690,Beattie M.S.,1,0.0078125,0.0
6508337921,Kyritsis N.,1,0.0078125,0.0
57208345720,Pascual L.,1,0.0078125,0.0
55753566400,Fan G.,1,0.00390625,0.0
57164714200,Martinot C.A.,1,0.00244140625,0.0
57223231108,Meissner A.-K.,1,0.00634765625,0.0
57199178208,Duong-Fernandez X.,1,0.0078125,0.0
57203233250,Ferguson A.,1,0.0078125,0.0
57208339334,Huie R.J.,1,0.0078125,0.0
24777793300,Cohen-Adad J.,1,0.0078125,0.0
59181631400,Gros C.,1,0.0078125,0.0
57125494400,Dasgupta A.,1,0.00048828125,0.0
56378886200,Talbott J.F.,1,0.0078125,0.0
8076779400,Whetstone W.,1,0.0078125,0.0
57195618391,Augustyn R.A.,1,0.00244140625,0.0
57039272000,Hoelter P.,1,0.0029296875,0.0
7004201650,van der Lugt A.,1,0.0009765625,0.0
57189898552,Voter A.F.,1,0.00146484375,0.0
56744044200,Larson M.E.,1,0.00146484375,0.0
7201538646,Garrett J.W.,1,0.00146484375,0.0
55618707800,Yu J.-P.J.,1,0.00146484375,0.0
57222344986,Khazanchi R.,1,0.00244140625,0.0
59226516600,Govind S.,1,0.00244140625,0.0
58030071900,Congivaram H.T.,1,0.00244140625,0.0
57193776343,Kim G.R.,1,0.00244140625,0.0
59109567500,Lee E.,1,0.00244140625,0.0
57217593446,Kim H.R.,1,0.00244140625,0.0
36629726900,Yoon J.H.,1,0.00244140625,0.0
55859436900,Park V.Y.,1,0.00244140625,0.0
23973230500,Oermann E.K.,1,0.00341796875,0.0
57205141011,Abdalla G.,1,0.00390625,0.0
57295175100,Zhou P.,1,0.0029296875,0.0
59868170300,Liu F.,1,0.0029296875,0.0
6603008994,Fatterpekar G.,1,0.00341796875,0.0
57430275600,Carbone D.,1,0.00341796875,0.0
22135244300,Litwiller D.V.,1,0.00390625,0.0
60085020300,Hu H.,1,0.00390625,0.0
56030785700,Satzer D.,1,0.00390625,0.0
56609516000,Zhao L.,1,0.00537109375,0.0
55736410200,Qing K.,1,0.00537109375,0.0
59622403000,Wu D.,1,0.00537109375,0.0
57211003774,Kroschke J.,1,0.00341796875,0.0
57936229600,Wen Y.,1,0.00341796875,0.0
57194771986,Largent A.,1,0.00537109375,0.0
55263126000,Kapse K.,1,0.00537109375,0.0
57213607774,Wu Y.,1,0.00537109375,0.0
57487988100,Asis-Cruz J.D.,1,0.00537109375,0.0
57216541700,Ryan M.V.,1,0.00390625,0.0
57211634839,Benenati M.,1,0.00390625,0.0
57201336181,Maynard J.A.,1,0.00390625,0.0
26027789900,Fallahi A.,1,0.00244140625,0.0
35094377800,Nazem-Zadeh M.-R.,1,0.00244140625,0.0
58169035500,Hoseini-Tabatabaei N.,1,0.00244140625,0.0
8944591600,Habibabadi J.M.,1,0.00244140625,0.0
57224821810,Abu Khalaf N.,1,0.00146484375,0.0
57211333158,Thomas L.H.,1,0.0078125,0.0
16507763500,Singh V.,1,0.0078125,0.0
16245523700,Narvid J.,1,0.0078125,0.0
57191925716,Fesharaki S.S.H.,1,0.00244140625,0.0
34573212500,Soltanian-Zadeh H.,1,0.00244140625,0.0
58682496300,Wu J.,1,0.00390625,0.0
25936898000,Thust S.C.,1,0.00390625,0.0
37099163900,Wastling S.J.,1,0.00390625,0.0
55332801400,Lang S.,1,0.0029296875,0.0
7202648908,Kwak J.Y.,1,0.00244140625,0.0
57193550334,Carrasco F.P.,1,0.00390625,0.0
7006643850,Brandner S.,1,0.00390625,0.0
57196081238,Wolff L.,1,0.0009765625,0.0
57211787353,Luijten S.P.R.,1,0.0009765625,0.0
57219408007,Kunst M.,1,0.00146484375,0.0
57219407467,Paul A.B.,1,0.00146484375,0.0
7102989379,Barkhof F.,1,0.00390625,0.0
36765097400,Small J.E.,1,0.00146484375,0.0
57194012026,Amornsiripanitch N.,1,0.0029296875,0.0
56615993700,Masciocchi M.J.,1,0.0029296875,0.0
57201973606,Baccei S.J.,1,0.0029296875,0.0
60084373800,Lee R.K.,1,0.00146484375,0.0
57204121768,Chu S.,1,0.00146484375,0.0
6603035139,Kagetsu N.J.,1,0.00146484375,0.0
57222346996,Kadom N.,2,0.00146484375,0.0
59994706300,Osler P.,1,0.00146484375,0.0
